id;nombre;nombre_original;slug_peliculas;descripcion;region;Author;calificacion;descargas;idiomas;fecha_estreno;fecha_subida;trailer;disco;reparto;online;img1;img2;img3;img4;img5;enlacegd;enlacegd2;enlacegd3;enlacegd4;enlacegd5;enlacemg;enlacemg2;enlacemg3;enlacemg4;enlacemg5;comparte;director;enlacesub;anio;enlace_publi
43;Frozen 2;Frozen II;frozen-2;"¿Por qué nació Elsa con poderes mágicos? La respuesta le está llamando y amenaza su reino. Junto con Anna, Kristoff, Olaf y Sven emprenderá un viaje peligroso e inolvidable. En ''Frozen'', Elsa temía que sus poderes fueran demasiado para el mundo; ahora deseará que sean suficientes. Secuela de '"Frozen. El reino del hielo'" (2013), el film de animación más taquillero de la historia del cine, ganador del Oscar a la mejor película animada. Reúne al mismo equipo artístico y técnico de la original.";Estados Unidos;joiz;1;1;Español Latino;2019-11-22;2020-04-08;0S2ixmdovlw;3.0 GB;Jennifer Lee (Novela: Hans Christian Andersen. Historia: Jennifer Lee, Chris Buck, Marc Smith, Kristen Anderson-Lopez, Robert Lopez);1jeiM_RsRWfLhJqPrsWWs8hjbQ1jgczmG;Frozen_2-megafly.jpg;Frozen_2-megafly2.jpg;Frozen_2-megafly3.jpg;Frozen_2-megafly4.jpg;"";https://drive.google.com/file/d/18El2X5TTDLgwknCwIZ-NuBIKsdotOIXG/view;https://drive.google.com/file/d/1N6UayLwYGt5H-Lbnje2hCnkjVaYuMod7/view;https://drive.google.com/file/d/1jeiM_RsRWfLhJqPrsWWs8hjbQ1jgczmG/view;;;;;;;;;Chris Buck, Jennifer Lee;;2019;https://fc.lc/UWcU0
44;la vida publica de jesus;Jesus;la-vida-publica-de-jesus;Narración de las vidas de Jesús (Brian Deacon), María (Rivka Neuman) y José (Joseph Shiloach) de acuerdo con el Evangelio de San Lucas.;Estados Unidos, Reino Unido, Australia;joiz;1;1;Español Latino;1979-10-19;2020-04-09;9CB8T-nhxJg;3.9 GB;Brian Deacon, Rivka Neuman, Niko Nitai, Peter Frye;1UVnTO7a2Myz261fiFWSriDGok3DauKkJOg;La-vida-publica-de-jesus-megafly.jpg;La-vida-publica-de-jesus-megafly2.jpg;La-vida-publica-de-jesus-megafly3.jpg;La-vida-publica-de-jesus-megafly4.jpg;"";https://drive.google.com/file/d/1UVnTO7a2Myz261fiFWSriDGok3DauKkJOg/view;https://drive.google.com/file/d/1UVnTO7a2Myz261fiFWSriDGok3DauKkJOg/view;;;;;;;;;;John Krish, Peter Sykes;;1979;https://fc.lc/UG2I7zf6
45;Milagro en la celda 7;Yedinci Kogustaki Mucize;milagro-en-la-celda-7;Milagro en la celda 7 nos presenta la conmovedora historia sobre el amor entre un padre con discapacidad intelectual, Mehmet, acusado injustamente de asesinato, y su hija.  La vida del protagonista cambia cuando es sentenciado a la pena de muerte por un crimen que no cometió. Jurando inocencia y ya en la cárcel, deberá afrontar la vida en este lugar, conocer gente nueva y sobrellevar el no poder estar al lado de su pequeña.;Turquia;joiz;1;1;Español Subtitulado;2019-10-08;2020-04-10;W2CKOn6UPh8;2.1 GB;Aras Bulut Iynemli, Nisa Sofiya Aksongur, Deniz Baysal, Celile Toyon Uysal, Ilker Aksum;1-azkbXDEP3BV8Dt8nded6eFbxsyVwSCQ;Milagro-en-la-celda-7-megafly.jpg;Milagro-en-la-celda-7-megafly2.jpg;Milagro-en-la-celda-7-megafly3.jpg;Milagro-en-la-celda-7-megafly4.jpg;"";https://drive.google.com/file/d/1ip15r3wO8LTAhhocWE9z0lsWEpVG89M_/view;https://drive.google.com/file/d/1-azkbXDEP3BV8Dt8nded6eFbxsyVwSCQ/view;;;;;;;;;;Mehmet Ada Öztekin;;2019;https://fc.lc/R5hyjeT
46;¿Y dónde están las rubias?;White Chicks;y-donde-estan-las-rubias;Un par de agentes, que a su vez son hermanos, son una dupla fallida del FBI. Siempre fallan en sus encargos: Kevin Copeland y Marcus Copeland (Shawn Wayans y Marlon Wayans). En su penúltima misión antes de ponerse en más aprietos, tienen que retener a un dealer que esconde su cargamento en botes de helado.  Al fallar, su jefe Elliott Gordon (Frankie Faison), les da una última oportunidad de seguir en el FBI con la misión de cuidar a unas gemelas archi requete recontra millonarias, Brittany y Tiffany Wilson (Maitland Ward y Anne Dudek), quienes llegan a la Nueva York camino hacia los Hamptons.  Pero como siempre, todo sale mal y ahora ellos tienen que ursurpar la identidad de las gemelas, con tal de permanecer en su trabajo y también cuidarlas a ellas.;Estados Unidos;joiz;1;12;Español Latino;2004-10-01;2020-04-10;UxER50XHW-I;3.3 GB;Shawn Wayans, Marlon Wayans, Jaime King, Lochlyn Munro, Frankie Faison, John Heard, Busy Philipps, Terry Crews, Brittany Daniel, Jennifer Carpenter, Eddie Vélez, Maitland Ward;1gVS668o5aZ4RPer6ij8_miTutbISdQrb;las-rubias-donde-estan-megafly.jpg;las-rubias-donde-estan-megafly2.jpg;las-rubias-donde-estan-megafly3.jpg;las-rubias-donde-estan-megafly4.jpg;"";https://drive.google.com/file/d/1gVS668o5aZ4RPer6ij8_miTutbISdQrb/view;https://drive.google.com/file/d/1z6MGygkxy3yOdIM3s7lIgCJPh6w0hnnx/view;;;;;;;;;;Keenen Ivory Wayans;;2004;https://fc.lc/w1aji
47;El hoyo;The platform;el-hoyo;En el futuro, los prisioneros se alojan en celdas verticales, observando cómo los presos de las celdas superiores son alimentados mientras los de abajo mueren de hambre. Una jungla de supervivencia donde solo hay tres tipos de personas: los que están arriba, los que están abajo y los que deciden saltar, incapaces de soportar esa agonía por más tiempo.;España;joiz;1;12;Español Latino;2019-09-06;2020-04-10;24Lf7fmKIXI;4.8 GB;Iván Massagué, Antonia San Juan, Zorion Eguileor, Emilio Buale, Alexandra Masangkay;1Ew8BqyaA77yOXFeoHG4C7qCrpfk4pL7m;El-hoy-megafly.jpg;El-hoy-megafly2.jpg;El-hoy-megafly3.jpg;El-hoy-megafly4.jpg;"";https://drive.google.com/file/d/1lsjKfMShjkebdXf7H0FQUyG7rg42bJXf/view;https://drive.google.com/file/d/1NPQxNVeXngx7jIlZflu71Mzh6nHjZ2hT/view;https://drive.google.com/file/d/1Ew8BqyaA77yOXFeoHG4C7qCrpfk4pL7m/view;;;;;;;;;Galder Gaztelu-Urrutia;;2019;https://fc.lc/DT0IOs
76;Eliminar amigo;Eliminado | Cybernatural | Offline | Unfriended | Amizade desfeita;eliminar-amigo;Mientras están chateando una noche, seis amigos reciben por Skype un mensaje de Laura Barns, una joven estudiante que se había suicidado un año antes tras ser humillada en Internet por un video sexual en el que aparecía borracha una noche. Al principio los amigos piensan que es una broma, pero cuando la persona con la que chatean comienza a revelar sus secretos más íntimos, se dan cuenta de que el asunto es grave.;Estados Unidos;joiz;5;2132;Español Latino;2014-07-20;2020-04-19;Ng0nraWcxjc;2.2 GB;Cal Barnes, Matthew Bohrer, Courtney Halverson, Shelley Hennig, Renee Olstead, Will Peltz, Mickey River, Heather Sossaman, Moses Jacob Storm, Jacob Wysocki, Christa Hartsock;1g2ckHD8d49EdsbgAqQORsG7_ID34evlANA;Eliminar-Amigo-Poster-megafly.jpg;Eliminar-Amigo-Poster-megafly2.jpg;Eliminar-Amigo-Poster-megafly3.jpg;Eliminar-Amigo-Poster-megafly4.jpg;"";https://drive.google.com/uc?id=1g2ckHD8d49EdsbgAqQORsG7_ID34evlANA&export=download;;;;;;;;;;;Levan Gabriadze;;2014;https://fc.lc/q5X7i5
48;Charlie y la fábrica de chocolate;Charlie and the Chocolate Factory;charlie-y-la-fabrica-de-chocolate;Charlie Bucket (Freddie Highmore), un niño muy bueno de una familia muy pobre, gana un concurso para disfrutar de una visita de un día a la gigantesca fábrica de chocolate del excéntrico Willy Wonka (Johnny Depp) y su equipo de Oompa-Loompas. Cuatro niños más de diferentes partes del mundo lo acompañarán a través de un mundo fantástico y mágico lleno de diferentes sabores.;Estados Unidos;joiz;12;12;Español Latino;2005-07-27;2020-04-10;V6GrbDR733g;3.9 GB;Johnny Depp, Freddie Highmore, David Kelly, Deep Roy, Helena Bonham Carter, Noah Taylor, James Fox, Julia Winter, Missi Pyle, AnnaSophia Robb, Adam Godley, Jordan Fry, Christopher Lee, Franziska Troegner, Philip Wiegratz, Eileen Essell, Liz Smith, David Morris, Nitin Ganatra;1cHVLbRqsX6jTcG_wr31Rc8AvBdr_82Fy;Charlie_y_la_fabrica_de_chocolate-megafly.jpg;Charlie_y_la_fabrica_de_chocolate-megafly2.jpg;Charlie_y_la_fabrica_de_chocolate-megafly3.jpg;Charlie_y_la_fabrica_de_chocolate-megafly4.jpg;"";https://drive.google.com/file/d/1cHVLbRqsX6jTcG_wr31Rc8AvBdr_82Fy/view;https://drive.google.com/file/d/1hHAIsikp2JbWWJclJnECrQpotqpHwpqG/view;https://drive.google.com/file/d/1VoXxCQDm1plbIYcAChPO5PX5p27SZIgo/view;;;;;;;;;Tim Burton;;2005;https://fc.lc/eLbOi
56;Érase una vez en... Hollywood;Once Upon a Time... in Hollywood;erase-una-vez-en-hollywood;A finales de los 60, Hollywood empieza a cambiar y el actor Rick Dalton trata de adaptarse a los nuevos tiempos. Junto a su doble, ambos experimentan problemas para modificar sus hábitos, debido a lo enraizados que están. Al mismo tiempo, nace una relación entre Rick y la actriz Sharon Tate, que fue víctima de la familia Manson en la matanza de 1969.;Estados Unidos;joiz;5;14;Español Latino;2019-07-24;2020-04-11;J0rFGJV3cYw;2.5 GB;Leonardo DiCaprio, Brad Pitt, Margot Robbie;1-UO_sU8K95IUtrLZs4eYbr1sRoV3icSe;Erase-una-vez-en-Hollywood-megafly.jpg;Erase-una-vez-en-Hollywood-megafly2.jpg;Erase-una-vez-en-Hollywood-megafly3.jpg;Erase-una-vez-en-Hollywood-megafly4.jpg;"";https://drive.google.com/file/d/1-UO_sU8K95IUtrLZs4eYbr1sRoV3icSe/view;https://drive.google.com/file/d/1-Ur5rgfLDfPCcU1NYBwCn2SePubs6LKS/view;;;;;;;;;;Quentin Tarantino;;2019;https://fc.lc/vg0dhF
49;Dumbo;Dumbo 2019;dumbo;Holt Farrier (Colin Farrell) cuenta con la ayuda de sus hijos Milly (Nico Parker) y Joe (Finley Hobbins) para cuidar a un elefante recién nacido cuyas orejas gigantes le hacer ser el hazmerreír en un Circo que no pasa por su mejor momento. La familia circense de Holt incluye además a la señorita Atlantis (Sharon Rooney), Rongo (DeObia Oparei), Pramesh Singh (Roshan Seth) y su sobrino (Ragevan Vasan), La grandiosa Catherine (Zenaida Alcalde) y el magnífico Iván (Miguel Muñoz). Max Medici (Danny DeVito) dueño del circo, se decepciona al saber sobre las enormes orejas del pequeño paquidermo hasta que descubre que es capaz de volar, llevando al circo de regreso a la prosperidad.;Estados Unidos;joiz;1;1;Español Latino;2019-03-11;2020-04-10;wVpR21M6lqs;3.6 GB;Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker,Finley Hobbins, Deobia Oparei, Joseph Gatt, Sharon Rooney, Michael Buffer,Frank Bourke, Jo Osmond, Douglas Reith, Roshan Seth, Philip Rosch, Lucy DeVito,Sandy Martin, Lars Eidinger, Zoe Scott, Bern Collaco, Zak Holland,Bernardo Santos, Sarah Bennani, Jessie Vinning, Joakim Skarli, Richard Price,Erick Hayden, Amerjit Deu, Harry Taylor, Ian Porter, Phil Zimmerman, Eleanor Ham,Philips Nortey, Alfie Allen, Clive Brunt, Nick Bartlett, Jason Shillingford, Arthur Wilde,Ragevan Vasan, Joseph Macnab, Christian Wolf-La'Moy, Matthew David McCarthy,Chris Rogers, Craig Thomas Lambert, Ndongo Faye, Jackson Kai,Stephen Samson, Mickey Lewis, Tim Ingall, Georgie-May Tearle, Ken Byrd,Scott Haney, Mark Cross, Tomasz Dabrowski, Kamil Lemieszewski, Hugh O'Brien,Stuart Whelan;1810QILDENLryJ4aljPrACmsd4LmjR85hAA;Dumbo-megafly.jpg;Dumbo-megafly2.jpg;Dumbo-megafly3.jpg;Dumbo-megafly4.jpg;"";https://drive.google.com/file/d/1810QILDENLryJ4aljPrACmsd4LmjR85hAA/view;;;;;;;;;;;Tim Burton;;2019;https://fc.lc/xykXp
50;Ben-Hur (2016);BenHur;ben-hur-2016;Un príncipe judío es acusado de haber cometido traición contra Roma por su hermano adoptivo, Messala, oficial del Imperio Romano. Esclavizado y enviado al exilio, logra regresar a Jerusalén en busca de venganza, pero con el retorno acabará encontrando su propia redención.;Estados Unidos;joiz;12;12;Español Latino;2016-08-09;2020-04-11;3BmeR9GYdDU;2.4 GB;Jack Huston, Morgan Freeman, Toby Kebbell, Nazanin Boniadi, Rodrigo Santoro;1BfgVFSFVFHNdhrD1mzGXiMPWOezlmfGAUw;ben-hur-2016-megafly.jpg;ben-hur-2016-megafly2.jpg;ben-hur-2016-megafly3.jpg;ben-hur-2016-megafly4.jpg;"";https://drive.google.com/file/d/1BfgVFSFVFHNdhrD1mzGXiMPWOezlmfGAUw/view;https://drive.google.com/file/d/1YShB3htp5ftCoRFOsvi4BRYUETY5p4e4/view;;;;;;;;;;Timur Bekmambetov;;2016;https://fc.lc/tHIC
52;Bohemian Rhapsody;Bohemian Rhapsody;bohemian-rhapsody;Freddie Mercury desafía los estereotipos y se convierte en uno de los vocalistas más reconocidos de la música mundial. Después de dejar la banda Queen para seguir una carrera como solista, Mercury se reúne con la banda para dar una de las mejores actuaciones en la historia del rock 'n' roll.;Estados Unidos, Reino Unido;joiz;1;1;Español Latino;2018-10-24;2020-04-11;LTAIlPsMOs4;4.9 GB;Rami Malek, Gwilym Lee, Ben Hardy, Joseph Mazzello;1uFKHyCWMV_xGFY_frEEBBNO4rCJ9QFZujQ;Bohemian_Rhapsody-megafly.jpg;Bohemian_Rhapsody-megafly2.jpg;Bohemian_Rhapsody-megafly3.jpg;Bohemian_Rhapsody-megafly4.jpg;"";https://drive.google.com/file/d/1uFKHyCWMV_xGFY_frEEBBNO4rCJ9QFZujQ/view;;;;;;;;;;;Bryan Singer, Dexter Fletcher;;2018;https://fc.lc/O7gjqk1B
54;Viral;Viral;viral;Stacey, una joven que vive en una urbanización de los suburbios con sus padres y su hermana Emma, verá cómo su vida cambia por completo cuando un virus letal comienza a extenderse por el vecindario en una ciudad que se declara en cuarentena;Estados Unidos;joiz;5;12;Español Latino;2016-08-29;2020-04-11;Ixz0JgSolUA;1.1 GB;Sofia Black-D'Elia, Analeigh Tipton, Travis Tope, Michael Kelly, Machine Gun Kelly, Brianne Howey, Anna Ross, Brendon Eggertsen, Judyann Elder, Erik A. Williams, John Cothran, Stoney Westmoreland;1SewY3XPtb82_EqLyiX55ZAtF5R4Oso9L;viral-megafly.jpg;viral-megafly2.jpg;viral-megafly3.jpg;viral-megafly4.jpg;"";https://drive.google.com/file/d/1bBPrSRxUvBkyz6X54UIDauDMoh2y6lTb/view;https://drive.google.com/file/d/1SewY3XPtb82_EqLyiX55ZAtF5R4Oso9L/view;https://drive.google.com/file/d/1KUp4soH9fRxDNqF9oJiN3SnnXlhWM9Az/view;;;;;;;;;Henry Joost, Ariel Schulman;;2016;https://fc.lc/ig8i
55;Espías a escondidas;Spies in Disguise;espias-a-escondidas;El superespía Lance Sterling y el científico Walter Beckett son casi polos opuestos. Lance es tranquilo, afable y caballeroso. Walter no. Pero lo que le falta a Walter de habilidades sociales lo compensa con ingenio e inventiva, con los que crea increíbles artilugios que Lance usa en sus épicas misiones. Pero cuando los eventos dan un giro inesperado, Walter y Lance de repente tienen que confiar el uno en el otro de una manera completamente nueva. Y si esta extraña pareja no puede aprender a trabajar en equipo, todo el mundo estará en peligro. Adaptación al largometraje del corto de animación homónimo, dirigido y escrito por Lucas Martell en 2009.;Estados Unidos;joiz;5;100;Español Latino;2019-12-04;2020-04-11;6ZnXXtYFh-k;3.5 GB;Animacion;1CP7kSM0JUXVLntBt8MfyUFwwsl8GCIEU;espias-a-escondidas-megafly.jpg;espias-a-escondidas-megafly2.jpg;espias-a-escondidas-megafly3.jpg;espias-a-escondidas-megafly4.jpg;"";https://drive.google.com/file/d/1UpE-0RlThRQuQPAhdzukKdNoZo3nqF_F/view;https://drive.google.com/file/d/1CP7kSM0JUXVLntBt8MfyUFwwsl8GCIEU/view;https://drive.google.com/file/d/1KuCm5lG2UphGVk9dNX78yTAGOtE-hLlB/view;;;;;;;;;Troy Quane, Nick Bruno;;2019;https://fc.lc/cTqYOu
58;Star Wars: El ascenso de Skywalker;Star Wars: Episode IX - The Rise of Skywalker;star-wars-el-ascenso-de-skywalker;Un año después de los eventos de Los últimos Jedi, tras una transmisión proveniente del difunto Emperador Palpatine clamando venganza, el Líder Supremo Kylo Ren aparece atacando junto con algunas de sus tropas de la Primera Orden y mata a algunos de los habitantes en el planeta Mustafar, luego de terminar el asalto este llega hasta las ruinas del castillo de su abuelo Darth Vader y obtiene un dispositivo Sith Wayfinder, posteriormente este con la ayuda del dispositivo viaja hasta el mundo de Exegol en las regiones desconocidas, con el objetivo de eliminar al malvado Lord Sith, quien supone una amenaza a su poder. Allí, descubre a un Palpatine muy anciano, ciego y decrépito, quien está conectado a una maquinaria que lo mantiene vivo, la cual es monitoreada por unos alienígenas.;Canadá, Estados unidos, Reino Unido;joiz;5;15;Español Latino;2019-12-16;2020-04-11;OttR_qwQPxM;5.0 GB;Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Saywa Hernández, Anthony Daniels, Naomi Ackie, Domhnall Gleeson, Richard E. Grant, Lupita Nyong'o, Keri Russell;1OG_5v8d1nIleKmJ9CDnDXkm1Co88QEX2;star-war-rise-of-skywalker-megafly.jpg;star-war-rise-of-skywalker-megafly2.jpg;star-war-rise-of-skywalker-megafly3.jpg;star-war-rise-of-skywalker-megafly4.jpg;"";https://drive.google.com/uc?id=1DySnfNogEwoBl_B7f_6qJESX7IF5gDkz&export=download;https://drive.google.com/file/d/1LI7GPDUARBR16K1h3vLQkwWmmsQ_3nlg/view;https://drive.google.com/file/d/1OG_5v8d1nIleKmJ9CDnDXkm1Co88QEX2/view;https://drive.google.com/file/d/1U8NunRgmht5aD2TKQJzmur4vQWzIypLR/view;;;;;;;;J.J. Abrams;;2019;https://fc.lc/HISXNK3
59;Contagio;Contagio;contagio;De repente, sin saber cuál es su origen, aunque todo hace sospechar que comienza con el viaje de una norteamericana a un casino de Hong Kong, un virus mortal comienza a propagarse por todo el mundo. En pocos días, la enfermedad empieza a diezmar a la población. El contagio se produce por mero contacto entre los seres humanos. Un thriller realista y sin efectos especiales sobre los efectos de una epidemia.;Estados Unidos;joiz;5;1;Español Latino;2011-09-09;2020-04-11;lR08KACs988;3.7GB;Matt Damon, Kate Winslet, Laurence Fishburne, Marion Cotillard, Jude Law, Gwyneth Paltrow, Bryan Cranston, Jennifer Ehle, Sanaa Lathan, Elliott Gould, John Hawkes, Enrico Colantoni, Chin Han, Monique Gabriela Curnen, Josie Ho, Chui Tien-You, Daria Strokous, Griffin Kane, Yoshiaki Kobayashi, Grace Rex, Armin Rohde, Rebecca Spence, Andrew White, Larry Clarke, Anna Jacoby-Heron, Jimmy Chung, Demetri Martin, John Hines, Joshua Weinstein, Dan Aho, Randy Lowell, Raymond Tsang, Jim Ortlieb, Annabel Armour, Kara Zediker, Laura T. Fisher, Mary Beth Dolan, Jason Babinsky, Sanjay Gupta, Dan Flannery;1jBKpBJHzR_Ajpe8yzJGQcPmxt1EMWnn4;Contagio-megafly.jpg;Contagio-megafly2.jpg;Contagio-megafly3.jpg;Contagio-megafly4.jpg;"";https://drive.google.com/file/d/1ZuP2Dg3q39rGTzzY9ShalSrfLUB9cGZW/view;https://drive.google.com/file/d/1jBKpBJHzR_Ajpe8yzJGQcPmxt1EMWnn4/view;;;;;;;;;;Steven Soderbergh;;2011;https://fc.lc/1aYKi1O
60;La odisea de los giles;Heroic Lousers;la-odisea-de-los-giles;Provincia de Buenos Aires, fines del 2001. Un grupo de amigos y vecinos pierde el dinero que había logrado reunir para reflotar una vieja cooperativa agrícola. Al poco tiempo, descubren que sus ahorros se perdieron por una estafa realizada por un inescrupuloso abogado y un gerente de banco que contaban con información de lo que se iba a desencadenar en el país. Al enterarse de lo sucedido, este grupo de vecinos decide organizarse y armar un minucioso plan con el objetivo de recuperar lo que les pertenece.;Argentina;joiz;5;12;Español Latino;2019-08-15;2020-04-11;ZP_o6GQaFW8;4.0 GB;Ricardo Darín, Luis Brandoni, Chino Darín, Verónica Llinás, Daniel Aráoz, Carlos Belloso, Rita Cortese, Andrés Parra, Marco Antonio Caponi, Ailín Zaninovich, Alejandro Gigena, Guillermo Jacubowicz, Luciano Cazaux;1UzIP_N3FSx5yB-y_S2B1Y1JUyY1eLSjd;La-odisea-de-los-giles-megafly.jpg;La-odisea-de-los-giles-megafly2.jpg;La-odisea-de-los-giles-megafly3.jpg;La-odisea-de-los-giles-megafly4.jpg;"";https://drive.google.com/uc?id=1FRqiiCFL7MkAXQnNsREcSATSeajLqBOr&export=download;https://drive.google.com/file/d/1UzIP_N3FSx5yB-y_S2B1Y1JUyY1eLSjd/view;;;;;;;;;;Sebastián Borensztein;;2019;https://fc.lc/lgxeSP
96;Nosotros los Nobles;Nosotros los Nobles;nosotros-los-nobles;Germán Noble es un manipulador y poderoso empresario quien decide fingir la bancarrota para darles una lección a sus tres frívolos e inútiles hijos.;Mexico;Joiz;5;321;Español Latino;2013-11-28;2020-04-21;fDF_ZdL7G9o;1.0 GB;Gonzalo Vega, Luis Gerardo Méndez, Karla Souza, Juan Pablo Gil, Carlos Gascón, Marcela Guirado, Ianis Guerrero, Alberto Zeni, Mary Paz Mata, Quetzalli Cortés, Mario Haddad, Ana Karina Guevara;10Gqr_O1Z_xBOctsbV8sjzRkhkC17LIpy;nosotros-los-nobles-megafly.jpg;nosotros-los-nobles-megafly2.jpg;nosotros-los-nobles-megafly3.jpg;nosotros-los-nobles-megafly4.jpg;"";https://drive.google.com/uc?id=10Gqr_O1Z_xBOctsbV8sjzRkhkC17LIpy&export=download;;;;;;;;;;;Gary Alazraki;;2013;https://fc.lc/m0zrRaa3
61;Zombieland 2: Mata y remata;Zombieland: Double Tap;zombieland-2-mata-y-remata;"En esta secuela y empleando el característico sentido del humor del que hizo gala '"Zombieland'", el grupo de protagonistas tendrá que viajar desde la Casa Blanca hasta el corazón de los Estados Unidos, sobreviviendo a nuevas clases de muertos vivientes que han evolucionado desde lo sucedido hace algunos años, así como a algunos supervivientes humanos rezagados. Pero, por encima de todo, tendrán que tratar de soportar los inconvenientes de convivir entre ellos.";Estados Unidos;joiz;5;2;Español Latino;2019-10-09;2020-04-11;pd9NBBF_UHo;2.5 GB;Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin, Zoey Deutch, Rosario Dawson, Luke Wilson, Avan Jogia, Bill Murray, Thomas Middleditch, Rachel Luttrell, MWW Michael Wilkerson, Julia Vasi, Jessica Medina, Otis Winston, Jess Durham, Timothy Carr, Kandis Hargrave, Isabelle Fretheim, Lewis Wright, Julian B Lin, Victoria Hall, Ian Gregg, Nathan W. Collins, Tim McAdams, Lauren Hendry, Sergio Briones, Jenin Gonzalez, Ari Loeb, Victor Rivera, Devin Mojica, Louie g Maldonado, Diezel Ramos, Al Roker, Lili Estefan;1F335n1DcGeSEzb85HdQNbDDAXiRzsJ_c;Zombieland-2-Mata-y-remata-megafly.jpg;Zombieland-2-Mata-y-remata-megafly2.jpg;Zombieland-2-Mata-y-remata-megafly3.jpg;Zombieland-2-Mata-y-remata-megafly4.jpg;"";https://drive.google.com/file/d/1foEH8-him9HfxcAdaHenGErt-m2DV7iE/view;https://drive.google.com/file/d/1F335n1DcGeSEzb85HdQNbDDAXiRzsJ_c/view;;;;;;;;;;Ruben Fleischer;;2019;https://fc.lc/2zRe
62;Dedicada a mi Ex;Peliculas x Google Drive Latino Dedicada a mi Ex (2019);dedicada-a-mi-ex;A pesar de no saber nada de música, Ariel y su amigo Ortega forman una banda de rock con la que se presentan a una competencia en la que se ofrece 10 000 dólares al vencedor, la cantidad que Ariel necesita para viajar a Finlandia y reconquistar el corazón de su exnovia.;Ecuador;joiz;5;21;Español Latino;2019-11-01;2020-04-12;hU2DASqjvi4;1.8 GB;Raul Santana, Biassini Segura, Nataly Valencia, Carlos Alcantara, Mariana Treviño, Erika Russo, Jorge Enrique Abello, Eugenio Derbez;1v4jvX3kZkFGEu5hr-eR0CXwP8ZfiBsQa;dedicada-a-mi-ex-megafly.jpg;dedicada-a-mi-ex-megafly2.jpg;dedicada-a-mi-ex-megafly3.jpg;dedicada-a-mi-ex-megafly4.jpg;"";https://drive.google.com/file/d/1v4jvX3kZkFGEu5hr-eR0CXwP8ZfiBsQa/view;https://drive.google.com/file/d/1Vzq6ZhqHbYrnk-1kRK7ePNNYu4105krc/view;https://drive.google.com/file/d/1Vzq6ZhqHbYrnk-1kRK7ePNNYu4105krc/view;;;;;;;;;Jorge Ulloa;;2019;https://fc.lc/4Kt0y
63;El precio del mañana;In time;el-precio-del-manana;"Ambientada en una sociedad futura. El hallazgo de una fórmula contra el envejecimiento trae consigo no sólo superpoblación, sino también la transformación del tiempo en moneda de cambio que permite sufragar tanto lujos como necesidades. Los ricos pueden vivir para siempre, pero los demás tendrán que negociar cada minuto de vida, y los pobres mueren jóvenes. Tras conseguir, por casualidad, una inmensa cantidad de tiempo, Will (Timberlake), un joven obrero, será perseguido por unos policías corruptos, '"los guardianes del tiempo'". En su huida, toma como rehén a una joven de familia adinerada (Seyfried)";Estados Unidos;joiz;5;121;Español Latino;2011-11-03;2020-04-12;YyUtJWYDq1s;2.9 GB;Justin Timberlake, Amanda Seyfried, Vincent Kartheiser, Cillian Murphy, Johnny Galecki, Olivia Wilde, Alex Pettyfer, Matt Bomer, Rachel Roberts, Yaya DaCosta, Emma Fitzpatrick, Shyloh Oostwald, Will Harris, Michael William Freeman, Jesse Lee Soffer, Aaron Perilo;1ponUO8N8Qdk810rBWhcZBOopPI95geq6;el-precio-del-manana-megafly.jpg;el-precio-del-manana-megafly2.jpg;el-precio-del-manana-megafly3.jpg;el-precio-del-manana-megafly4.jpg;"";https://drive.google.com/uc?id=1ABU5XtYm7nIiEmk1RzUE9n9EmC6nJ5ur&export=download;https://drive.google.com/file/d/1wGRoNfHdDdxPXRuYsstgWMaB7Sf5rFRC/view;https://drive.google.com/file/d/1ponUO8N8Qdk810rBWhcZBOopPI95geq6/view;;;;;;;;;Andrew Niccol;;2011;https://fc.lc/0Sl86
64;Toy Story 4;Toy Story 4;toy-story-4;Woody siempre ha tenido claro cuál es su labor en el mundo y cuál es su prioridad: cuidar a su dueño, ya sea Andy o Bonnie. Sin embargo, Woody descubrirá lo grande que puede ser el mundo para un juguete cuando Forky se convierta en su nuevo compañero de habitación. Los juguetes se embarcarán en una aventura de la que no se olvidarán jamás.;Estados Unidos;joiz;5;21;Español Latino;2019-06-11;2020-04-12;f33yJZ5uOpU;1.5 GB;Animacion;16o0ubsT9LdDSurm5L70grkNZuTOalCjf;Toy-Story-4-megafly.jpg;Toy-Story-4-megafly2.jpg;Toy-Story-4-megafly3.jpg;Toy-Story-4-megafly4.jpg;"";https://drive.google.com/file/d/1izBv7ZdS2pfLDnHzCCKRLf6Vjr5PWsFd/view;https://drive.google.com/file/d/16o0ubsT9LdDSurm5L70grkNZuTOalCjf/view;https://drive.google.com/file/d/1CfLDlbBcfaRmj68QwtODX3BfkX8MdJip/view;;;;;;;;;Josh Cooley;;2019;https://fc.lc/ABdamOLI
