id;nombre;nombre_original;slug_peliculas;descripcion;region;Author;calificacion;descargas;idiomas;fecha_estreno;fecha_subida;trailer;disco;reparto;online;img1;img2;img3;img4;img5;enlacegd;enlacegd2;enlacegd3;enlacegd4;enlacegd5;enlacemg;enlacemg2;enlacemg3;enlacemg4;enlacemg5;comparte;director;enlacesub;anio;enlace_publi
136;Soldado universal;Universal Soldier;soldado-universal;Siguiendo un programa altamente secreto, el ejército está trabajando con cadáveres a los que transforma en soldados invencibles. Una pareja de reporteros se aproxima a la base en la que se realiza el experimento y toma fotografías del lugar.;Estados Unidos;joiz;5;3134;Español Latino;1992-07-10;2020-04-27;5Y7BWfIEfuo;20 GB;Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross, Jerry Orbach, Leon Rippy, Ralf Moeller, Tico Wells, Robert Trebor, Gene Davis, Drew Snyder, Tommy 'Tiny' Lister, Simon Rhee, Eric Norris, Michael Winther, Joseph Malone, Rance Howard, Lilyan Chauvin, Joanne Baron, Lupe Ontiveros, Jack Moore, John Storey, Bradford Bancroft, Thomas Rosales Jr., Tai Thai, Rachel Wagner, Ned Bellamy, Daniel Demorest, Eddie Braun, Walter Robles, Jophery C. Brown, Dona Hardy, Leon Delaney, George Fisher, David Efron, Rhino Michaels, Duane Davis, Shane Dixon, Joel Kramer, Michael Jai White, Mirron E. Willis, Allan Graf, Kamel Krifa, John DeMita, Jill Jaress;1dvVRMlnZu9M6RvBB00-JgTng9R6hdy2E;pelicula-soldado-universal-megafly.jpg;pelicula-soldado-universal-megafly2.jpg;pelicula-soldado-universal-megafly3.jpg;pelicula-soldado-universal-megafly4.jpg;"";https://drive.google.com/uc?id=1dvVRMlnZu9M6RvBB00-JgTng9R6hdy2E&export=download;;;;;;;;;;;Roland Emmerich;;1992;https://fc.lc/6HZwxrQO
82;300: El nacimiento de un imperio;300: Rise of an Empire;300-el-nacimiento-de-un-imperio;"Guerras médicas (500-479 a.C.). El general griego Temistocles lucha por conseguir la unidad de las polis griegas. Él dirige las tropas griegas que se enfrentan con el ejército persa, liderado por Xerxes y Artemisa, para impedir la invasión del país. Spin-off de la película/cómic 300, basado en la novela gráfica '"Xerxes'", de Frank Miller";Estados Unidos;joiz;5;43;Español Latino;2014-03-06;2020-04-20;bbTVE8_AD_A;7.7 GB;Sullivan Stapleton, Eva Green, Rodrigo Santoro, Lena Headey, Jack O'Connell, Andrew Tieman, David Wenham, Hans Matheson, Callan Mulvey, Andrew Pleavin, Yigal Naor, Ashraf Barhom, Vincent Walsh, Steven Cree, Peter Ferdinando, Mark Killeen, Peter Mensah, Jade Chynoweth;1J2nRBcp-U8E4dxzoFS1L9WBJiXv6Twaj;300-El-nacimiento-de-un-imperio-megafly.jpg;300-El-nacimiento-de-un-imperio-megafly2.jpg;300-El-nacimiento-de-un-imperio-megafly3.jpg;300-El-nacimiento-de-un-imperio-megafly4.jpg;"";https://drive.google.com/uc?id=1YzMgZudGggKqf9HO_FAx_YG2t9goooNE&export=download;https://drive.google.com/file/d/1J2nRBcp-U8E4dxzoFS1L9WBJiXv6Twaj/view;;;;;;;;;;Noam Murro;;2014;https://fc.lc/TvTXu8n
142;Dragon Ball Z: La resurrección de Freezer;Dragon Ball Z: Fukkatsu no F;dragon-ball-z-la-resurreccion-de-freezer;Después de que Bills, el Dios de la destrucción, decidiera no destruir la Tierra, se vive una gran época de paz. Hasta que Sorbet y Tagoma, antiguos miembros de élite de la armada de Freezer, llegan a la Tierra con el objetivo de revivir a su líder por medio de las Bolas de Dragón. Su deseo es concedido y ahora Freezer planea su venganza en contra de los Saiyajin. La historia hace que una gran oleada de hombres bajo el mando de Freezer lo acompañe.;Japon;joiz;5;412;Español Latino;2015-06-18;2020-04-27;cD8Vv5bdmbI;1.7 GB;Animacion;1sqRVAKGZ3jNXg5qptrDtKVpRc2_RWTOe;pelicula-Dragon-Ball-Z-Resurrection-of-Freezer-online-megafly.jpg;pelicula-Dragon-Ball-Z-Resurrection-of-Freezer-online-megafly2.jpg;pelicula-Dragon-Ball-Z-Resurrection-of-Freezer-online-megafly3.jpg;pelicula-Dragon-Ball-Z-Resurrection-of-Freezer-online-megafly4.jpg;"";https://drive.google.com/uc?id=1sqRVAKGZ3jNXg5qptrDtKVpRc2_RWTOe&export=download;;;;;;;;;;;Tadayoshi Yamamuro;;2015;https://fc.lc/5kv1JiD
137;Ben-Hur;Ben-Hur;ben-hur;Antigua Roma, bajo el reinado de los emperadores Augusto y Tiberio (s. I d.C.). Judá Ben-Hur (Charlton Heston), hijo de una familia noble de Jerusalén, y Mesala (Stephen Boyd), tribuno romano que dirige los ejércitos de ocupación, son dos antiguos amigos, pero un accidente involuntario los convierte en enemigos irreconciliables: Ben-Hur es acusado de atentar contra la vida del nuevo gobernador romano, y Mesala lo encarcela a él y a su familia. Mientras Ben-Hur es trasladado a galeras para cumplir su condena, un hombre llamado Jesús de Nazaret se apiada de él y le da de beber. En galeras conocerá al comandante de la nave (Jack Hawkins) y más tarde a un jeque árabe (Hugh Griffith) que participa con sus magníficos caballos en carreras de cuadrigas.;Estados Unidos;joiz;5;46;Español Latino;1957-11-18;2020-04-27;Ql0c4JD-93c;8.4 GB;Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Frank Thring, Terence Longdon, George Relph, André Morell, Finlay Currie, John Le Mesurier;1ps9My0AAN5eUeEOUh3HzJq0U8rDvuQzD;pelicula-ben-hur-1957-online-megafly.jpg;pelicula-ben-hur-1957-online-megafly2.jpg;pelicula-ben-hur-1957-online-megafly3.jpg;pelicula-ben-hur-1957-online-megafly4.jpg;"";https://drive.google.com/uc?id=1ps9My0AAN5eUeEOUh3HzJq0U8rDvuQzD&export=download;;;;;;;;;;;William Wyler;;1957;https://fc.lc/pUh5
138;Mujer Maravilla;Wonder Woman;mujer-maravilla;Antes de ser Wonder Woman (Gal Gadot) era Diana, princesa de las Amazonas, entrenada para ser una guerrera invencible. Diana fue criada en una isla paradisíaca protegida. Hasta que un día un piloto norteamericano (Chris Pine), que tiene un accidente y acaba en sus costas, le habla de un gran conflicto existente en el mundo [Primera Guerra Mundial]. Diana decide salir de la isla convencida de que puede detener la terrible amenaza. Mientras lucha junto a los hombres en la guerra que acabará con todas las guerras, Diana descubre todos sus poderes y su verdadero destino.;Estados Unidos;joiz;5;31;Español Latino;2017-05-15;2020-04-27;DYhqqzo2xOI;27 GB;Gal Gadot, Chris Pine, David Thewlis, Danny Huston, Elena Anaya, Ewen Bremner, Saïd Taghmaoui, Eugene Brave Rock, Connie Nielsen, Robin Wright, Lucy Davis, Samantha Jo, Lisa Loven, Florence Kasumba, Mayling Ng, Emily Carey, Doutzen Kroes;16Nq-396K2PdFDymbZrEnaWKzoEe4jcxw;pelicula-mujer-maravilla-online-megafly.jpg;pelicula-mujer-maravilla-online-megafly2.jpg;pelicula-mujer-maravilla-online-megafly3.jpg;pelicula-mujer-maravilla-online-megafly4.jpg;"";https://drive.google.com/uc?id=16Nq-396K2PdFDymbZrEnaWKzoEe4jcxw&export=download;;;;;;;;;;;Patty Jenkins;;2017;https://fc.lc/g0M3
130;Venom;Venom;venom;Como periodista, Eddie Brock (Tom Hardy) lleva tiempo intentando desenmascarar al creador de la Fundación Vida, el famoso genio científico Carlton Drake (Riz Ahmed), una obsesión que ha arruinado su carrera y su relación con su novia, Anne (Michelle Williams). Al investigar uno de los experimentos de Drake, el ente alienígena Venom se fusiona con el cuerpo de Eddie, y el reportero adquiere de pronto nuevos e increíbles superpoderes, así como la oportunidad de hacer prácticamente lo que se le antoje. Retorcido, oscuro, impredecible e impulsado por la cólera, Venom obliga a Eddie a luchar por controlar unas habilidades sumamente peligrosas que, al mismo tiempo, también resultan embriagadoras y le hacen sentir poderoso. Dado que Eddie y Venom se necesitan mutuamente para conseguir lo que quieren, se van entremezclando cada vez más... ¿Dónde acaba Eddie y empieza Venom?;Estados Unidos;joiz;5;234;Español Latino;2018-10-03;2020-04-26;mYTmQWZkw10;1.8 GB;Tom Hardy, Riz Ahmed, Michelle Williams, Jenny Slate, Reid Scott, Michelle Lee, Scott Haze, Mac Brandt, Sope Aluko, Wayne Pére, Jared Bankens, Al-Jaleel Knox, Sam Medina, Melora Walters, Peggy Lu, Woody Harrelson;1GR3pcyZuBOSnKG2HpNqgulPvQq0f5wGT;pelicula-venom-online-megafly.jpg;pelicula-venom-online-megafly2.jpg;pelicula-venom-online-megafly3.jpg;pelicula-venom-online-megafly4.jpg;"";https://drive.google.com/file/d/18LKjxMo1nDlJFtL6KHXzZqGFlN9Adyh9/view;https://drive.google.com/uc?id=1GR3pcyZuBOSnKG2HpNqgulPvQq0f5wGT&export=download;;;;;;;;;;Ruben Fleischer;;2018;https://fc.lc/yiYj2sK
139;V de venganza;V For Vendetta;v-de-venganza;"En un futuro no muy lejano, Gran Bretaña se ha convertido en un país totalitario dirigido con mano de hierro por un tirano (John Hurt). Una tarde, tras el toque de queda, Evey (Natalie Portman) es rescatada en plena calle por un misterioso enmascarado cuyo nombre es '"V'" (Hugo Weaving). El extraño personaje le explica cuáles son sus planes para recuperar la libertad. En efecto, todas las acciones de V tendrán como objetivo hacer estallar en todo el país una revolución contra el gobierno fascista";Estados Unidos;joiz;5;126;Español Latino;2006-02-23;2020-04-27;e4UQV1pXuYg;3.5 GB;Natalie Portman, Hugo Weaving, Stephen Rea, John Hurt, Rupert Graves, Stephen Fry, Tim Pigott-Smith, Roger Allam, Ben Miles, Sinead Cusack, Eddie Marsan, Billie Cook, Natasha Wightman, Selina Giles, Imogen Poots, Cosima Shaw;0B5bXkvuAGG-tT0lEQ3dKMTNjNEk;pelicula-V-de-venganza-online-megafly.jpg;pelicula-V-de-venganza-online-megafly2.jpg;pelicula-V-de-venganza-online-megafly3.jpg;pelicula-V-de-venganza-online-megafly4.jpg;"";https://drive.google.com/uc?id=0B5bXkvuAGG-tT0lEQ3dKMTNjNEk&export=download;;;;;;;;;;;James McTeigue;;2006;https://fc.lc/7YyWx
140;Dragon Ball Z: La fusión de Goku y Vegeta;Doragon Bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta (Dragon Ball Z: Fusion Reborn);dragon-ball-z-la-fusion-de-goku-y-vegeta;"15ª película basada en el manga/anime de Akira Toriyama y 12ª de la etapa Dragon Ball Z; La aventura comienza cuando un habitante adolescente descuida cambiar los tanques '"de la máquina del lavadero del alma'", que limpia las almas que van al infierno. Cuando los tanques estallan, el chico de la ciudad es poseído por las fuerzas malignas y se transforma en Janemba, una enorme criatura. Janemba cambia las leyes del cielo y crea muchos problemas, incluyendo resucitar a Freezer y todos los otros muertos.";Japon;joiz;5;561;Español Latino;1995-03-04;2020-04-27;izyax0VE4S8;1.2 GB;Animacion;1ooxbFNchX1jOXytN_vbG7UnrpLtO9gNc;pelicula-dragon-ball-fusion-goku-vegeta-megafly.jpg;pelicula-dragon-ball-fusion-goku-vegeta-megafly2.jpg;pelicula-dragon-ball-fusion-goku-vegeta-megafly3.jpg;pelicula-dragon-ball-fusion-goku-vegeta-megafly4.jpg;"";https://drive.google.com/uc?id=1ooxbFNchX1jOXytN_vbG7UnrpLtO9gNc&export=download;;;;;;;;;;;Shigeyasu Yamauchi;;1995;https://fc.lc/WtAPe
141;Dragon Ball Z: El padre de Goku;Dragon Ball Z: Tatta Hitori no Seishou Kessen Furiza ni Chounda Z Senshi Songokuu Otosan (Bardock: The Father of Goku);dragon-ball-z-el-padre-de-goku;Especial para televisión que se ubica en el arco argumental de Dragon Ball Z. Se cuenta la historia del padre de Goku, Bardock, y su intento por salvar su planeta aunque le cueste la vida.;Japon;joiz;5;516;Español Latino;1990-10-17;2020-04-27;T0t561Ze4FM;1.0 GB;Animacion;1mhqkcO05PcHdxlmB9tCAyabJ9wr9Pu6Z;Pelicula-Dragon-Ball-Z-El-padre-de-Goku-online-megafly.jpg;Pelicula-Dragon-Ball-Z-El-padre-de-Goku-online-megafly2.jpg;Pelicula-Dragon-Ball-Z-El-padre-de-Goku-online-megafly3.jpg;Pelicula-Dragon-Ball-Z-El-padre-de-Goku-online-megafly4.jpg;"";https://drive.google.com/uc?id=1mhqkcO05PcHdxlmB9tCAyabJ9wr9Pu6Z&export=download;;;;;;;;;;;Mitsuo Hashimoto;;1990;https://fc.lc/XCifr
143;Dragon Ball Z: La batalla de los dioses;Doragon Bôru Zetto: Kami to Kami (Dragon Ball Z: Battle of Gods);dragon-ball-z-la-batalla-de-los-dioses;Algunos años después de la batalla con Majin Buu, Bils, el dios de la destrucción, encargado de mantener el equilibrio del universo, se ha despertado de un largo sueño. Al escuchar rumores sobre un saiyajin que ha vencido a Freezer, Bils parte a la búsqueda de Goku. Emocionado por el hecho de que haya aparecido, después de tanto tiempo, un oponente tan poderoso, Goku ignora las advertencias de Kaito y decide enfrentarse a él.;Japon;joiz;5;213;Español Latino;2013-09-26;2020-04-27;pn0_qnfsrfc;1.5 GB;Animacion;1vnpeJrwPIZMAJXKBUo7A-KsQt2E0Ch3Q;pelicula-dragon-ball-z-la-batalla-de-los-dioses-online-megafly.jpg;pelicula-dragon-ball-z-la-batalla-de-los-dioses-online-megafly2.jpg;pelicula-dragon-ball-z-la-batalla-de-los-dioses-online-megafly3.jpg;pelicula-dragon-ball-z-la-batalla-de-los-dioses-online-megafly4.jpg;"";https://drive.google.com/uc?id=1vnpeJrwPIZMAJXKBUo7A-KsQt2E0Ch3Q&export=download;;;;;;;;;;;Masahiro Hosoda;;2013;https://fc.lc/N4VEJEH
144;Dragon Ball Super: Broly;Doragon bôru chô: Burorî;dragon-ball-super-broly;"La Tierra disfruta en paz la celebración de el Torneo del Poder. Sin embargo, Goku es consciente de que existen enemigos aún por descubrir en el Universo, por lo que sigue entrenando sin descanso para alcanzar cotas de poder nunca antes conocidas en un superguerrero. Confirmando sus peores temores, un día aparece un supersayano que responde al nombre de '"Broly'", un poderoso guerrero que debería de haber sido eliminado junto con el planeta Vegeta cuando éste fue destruído hace ya algunas décadas. ¿Cómo ha podido sobrevivir un guerrero de tal poder? La situación no deja de empeorar cuando el mismísimo Frieza vuelve desde el Infierno para verse envuelto en un terrible mix que llevará a los héroes a luchar por salvar el planeta Tierra una vez más";Japon;joiz;5;1246;Español Latino;2018-11-14;2020-04-27;dl3w10VVQj8;1.6 GB;Animacion;1rA0xZNrrf7XbX8Qt9tTmYTea6YdM_eE3;pelicula-Dragon-Ball-Super-Broly-megafly.png;pelicula-Dragon-Ball-Super-Broly-megafly2.png;pelicula-Dragon-Ball-Super-Broly-megafly3.jpg;pelicula-Dragon-Ball-Super-Broly-megafly4.png;"";https://drive.google.com/uc?id=1rA0xZNrrf7XbX8Qt9tTmYTea6YdM_eE3&export=download;;;;;;;;;;;Tatsuya Nagamine;;2018;https://fc.lc/jBT11q
145;Dragon Ball: Aventura mística;Doragon Bôru: Makafushigi dai bôken (Dragon Ball: Mystical Adventure);dragon-ball-aventura-mistica;Tercera película basada en la serie de manga y anime Dragon Ball. Es una continuación directa de La Bella Durmiente en el Castillo del Mal. El Maestro Roshi decide llevar a Krilin y Goku al Torneo de las Artes Marciales. Pero en el reino de Milaf están buscando las esferas del dragón y para ello han construído un radar;Japon;joiz;5;1235;Español Latino;1988-07-09;2020-04-27;utaWlukxuBA;1.1 GB;Animacion;1TcFwkpEkFsPbsVh2RpIM1KMkqYnIRxV9;pelicula-dragon-ball-aventura-mistica-megafly.jpg;pelicula-dragon-ball-aventura-mistica-megafly2.jpg;pelicula-dragon-ball-aventura-mistica-megafly3.jpg;pelicula-dragon-ball-aventura-mistica-megafly4.jpg;"";https://drive.google.com/uc?id=1TcFwkpEkFsPbsVh2RpIM1KMkqYnIRxV9&export=download;;;;;;;;;;;Kazuhisa Takenouchi, Minoru Okazaki;;1988;https://fc.lc/UgVtGbKH
146;Dragon Ball Z: La batalla de los tres Super Saiyajines;Doragon Bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin (Super Android 13 - Battle Limit!! Three Great Super Saiyans);dragon-ball-z-la-batalla-de-los-tres-super-saiyajines;"Décima película basada en el manga/anime de Akira Toriyama y séptima de la etapa Dragon Ball Z. Cuando el Dr. Gero murió asesinado por #17, el ordenador central no quedo desactivado, sino siguió trabajando. Este trabajo consistió en crear tres nuevos androides: #13, #14 y #15; con el único motivo de destruir a Son Goku.";Japon;joiz;5;67;Español Latino;1992-07-11;2020-04-28;ooB5Dgb-Ifc;1.1 GB;Animacion;1gXREgSx6wo6dA5HfOCW5D7wHGg-Q5znS;pelicula-dragon-ball-tres-grandes-super-saiyines-megafly.jpg;pelicula-dragon-ball-tres-grandes-super-saiyines-megafly2.jpg;pelicula-dragon-ball-tres-grandes-super-saiyines-megafly3.jpg;pelicula-dragon-ball-tres-grandes-super-saiyines-megafly4.jpg;"";https://drive.google.com/uc?id=1gXREgSx6wo6dA5HfOCW5D7wHGg-Q5znS&export=download;;;;;;;;;;;Daisuke Nishio;;1992;https://fc.lc/iGAKPSU
147;Dragon Ball Z: la batalla más grande de este mundo está por comenzar;Doragon Bôru Z 3: Chikyû marugoto chô kessen (Tree of Might The Super Battle in the World);dragon-ball-z-la-batalla-mas-grande-de-este-mundo-esta-por-comenzar;Sexta película basada en el manga/anime de Akira Toriyama y tercera de la etapa Dragon Ball Z. Una banda de desertores del ejército de Freezer capitaneada por el misterioso Tarles llega a la tierra con una semilla terrible. Una vez plantada, surge un árbol monstruoso que amenaza con absorber toda vida en el planeta. El dichoso Tarles resulta ser un saiyano que por una broma del destino se parece a Son Goku como si fuera su hermano gemelo.;Japon;joiz;5;72;Español Latino;1990-07-07;2020-04-28;gmusTSSp-fw;1.2 GB;Animacion;16lpHJPoz2G2hq7wYa1I7-Pf0qjKZJBF8;pelicula-Dragon_Ball_Z_3_Super_Batalla_Decisiva_Por_La_Tierra-megafly.jpg;pelicula-Dragon_Ball_Z_3_Super_Batalla_Decisiva_Por_La_Tierra-megafly2.jpg;pelicula-Dragon_Ball_Z_3_Super_Batalla_Decisiva_Por_La_Tierra-megafly3.jpg;pelicula-Dragon_Ball_Z_3_Super_Batalla_Decisiva_Por_La_Tierra-megafly4.png;"";https://drive.google.com/uc?id=16lpHJPoz2G2hq7wYa1I7-Pf0qjKZJBF8&export=download;;;;;;;;;;;Daisuke Nishio;;1990;https://fc.lc/raFQ
